"fecha","Temperatura","Radiacion Solar","Velocidad del viento","Humedad relativa","Direccion del viento"
"2024-11-04",12.033254057197317,36.39714558667846,3.247049822661155,55.5731208149723,118.2704493125478
"2024-11-05",11.689019055710625,227.9944080353081,2.8438127535263997,58.72086844432683,-3401.282174579333
"2024-11-06",12.188925864079716,220.60031773879922,10.507859582491315,53.58012858344955,3822.840788313264
"2024-11-07",13.337326963733558,204.59136219872585,12.934273414731702,52.345041947208685,-10496.968867546188
"2024-11-08",12.977859838869488,104.037317240876,6.2418137356671375,56.85270529216227,61.704813980304856
"2024-11-09",12.133333328778658,176.5843964935636,4.341105088711694,59.424762797881606,182.83012626805436
"2024-11-10",12.256336157354797,212.92835075507585,4.90101606048648,46.50262416799715,143.8119586393273
"2024-11-11",11.799146053419003,201.3578989726458,5.9851593897667525,48.519415138752855,-10686.592746282762
"2024-11-12",11.959925196040631,192.99676890933165,5.710192059016338,51.49284967408531,-13155.679365916214
"2024-11-13",9.856988394463228,88.58991892829876,4.051144463247121,58.30936558055473,917.499907201125
"2024-11-14",10.32282012254569,53.366351098104325,4.76529413380229,60.827802731562265,132.19198475245477
"2024-11-15",11.785144818182882,180.42903111801004,13.825987621108709,53.34801571291975,128.29671131928382
"2024-11-16",11.529510533304853,155.57019713742773,16.904222860138034,50.62391780134834,104.58133645152806
"2024-11-17",11.064391442132825,104.56900162290896,9.465105991686993,51.65712265649086,100.27954673434546
"2024-11-18",11.480804267833479,148.2638254081451,3.645220607300015,55.06585327785672,104.71707676584438
"2024-11-19",11.342000329449299,134.31880046135316,2.376594881580164,57.622557226317404,163.99342534680335
"2024-11-20",10.688601429041379,189.39380581031187,4.594434439695637,58.94116984088411,28.144924040897816
"2024-11-21",10.545315088159358,144.1934125831852,4.707688561015875,53.00048127462271,529.8103460394059
"2024-11-22",11.245180455831656,174.00012032655846,3.7813693929618992,56.134759392117644,-6109.331855142717
"2024-11-23",10.905896563350911,182.26961241581378,8.39238355405582,55.1984014357108,-865.8984140657249
"2024-11-24",12.035490114880728,94.9382418942526,13.440161436816236,52.31231593338419,637.556254793378
"2024-11-25",12.258104136866383,119.48727273863234,6.423561041242332,55.66397823027242,170.2820177632731
"2024-11-26",10.134314952361962,137.0453539921037,3.4478149116770975,55.082222805799375,144.04020063871118
"2024-11-27",10.44716730298424,175.0541285752537,4.187768215676119,55.94542279468039,127.82108917075304
"2024-11-28",11.53722318907307,157.43441986286237,10.843834681937981,53.424044131389785,112.89639993058786
"2024-11-29",11.972766521324631,118.06712053668178,4.698671433896929,53.1781966124721,129.13392837433864
"2024-11-30",12.082950346994377,99.61285555607901,1.8826536049511373,51.46500081553511,5766.374477723786
